id,name,category,cuisine,serving,serving_grams,calories,protein,carbs,fat,sugar,source,imageUrl,imageQuery
4629,Kuih Wajik Kelapa - family pack,Kuih,Malaysia,family pack,340.0,1000.0,16.0,144.0,40.0,68.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4630,Kuih Wajik Jagung,Kuih,Malaysia,1 piece,90.0,239.0,4.0,40.0,7.0,19.0,estimated_curated_kuih_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4631,Kuih Wajik Jagung - 2 pieces,Kuih,Malaysia,2 pieces,180.0,478.0,8.0,80.0,14.0,38.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4632,Kuih Wajik Jagung - 3 pieces,Kuih,Malaysia,3 pieces,270.0,717.0,12.0,120.0,21.0,57.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4633,Kuih Wajik Jagung - small pack,Kuih,Malaysia,small pack,135.0,358.0,6.0,60.0,10.5,28.5,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4634,Kuih Wajik Jagung - family pack,Kuih,Malaysia,family pack,360.0,956.0,16.0,160.0,28.0,76.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4635,Kuih Wajik Coklat,Kuih,Malaysia,1 piece,85.0,265.0,4.0,42.0,9.0,23.0,estimated_curated_kuih_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4636,Kuih Wajik Coklat - 2 pieces,Kuih,Malaysia,2 pieces,170.0,530.0,8.0,84.0,18.0,46.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4637,Kuih Wajik Coklat - 3 pieces,Kuih,Malaysia,3 pieces,255.0,795.0,12.0,126.0,27.0,69.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4638,Kuih Wajik Coklat - small pack,Kuih,Malaysia,small pack,127.5,398.0,6.0,63.0,13.5,34.5,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4639,Kuih Wajik Coklat - family pack,Kuih,Malaysia,family pack,340.0,1060.0,16.0,168.0,36.0,92.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4640,Kuih Wajik Kacang,Kuih,Malaysia,1 piece,87.0,275.0,6.0,38.0,11.0,18.0,estimated_curated_kuih_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4641,Kuih Wajik Kacang - 2 pieces,Kuih,Malaysia,2 pieces,174.0,550.0,12.0,76.0,22.0,36.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4642,Kuih Wajik Kacang - 3 pieces,Kuih,Malaysia,3 pieces,261.0,825.0,18.0,114.0,33.0,54.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4643,Kuih Wajik Kacang - small pack,Kuih,Malaysia,small pack,130.5,412.0,9.0,57.0,16.5,27.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4644,Kuih Wajik Kacang - family pack,Kuih,Malaysia,family pack,348.0,1100.0,24.0,152.0,44.0,72.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4645,Kuih Wajik Durian,Kuih,Malaysia,1 piece,90.0,257.0,4.0,40.0,9.0,20.0,estimated_curated_kuih_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4646,Kuih Wajik Durian - 2 pieces,Kuih,Malaysia,2 pieces,180.0,514.0,8.0,80.0,18.0,40.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4647,Kuih Wajik Durian - 3 pieces,Kuih,Malaysia,3 pieces,270.0,771.0,12.0,120.0,27.0,60.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4648,Kuih Wajik Durian - small pack,Kuih,Malaysia,small pack,135.0,386.0,6.0,60.0,13.5,30.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4649,Kuih Wajik Durian - family pack,Kuih,Malaysia,family pack,360.0,1028.0,16.0,160.0,36.0,80.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4650,Kuih Wajik Pisang,Kuih,Malaysia,1 piece,90.0,234.0,3.0,42.0,6.0,21.0,estimated_curated_kuih_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4651,Kuih Wajik Pisang - 2 pieces,Kuih,Malaysia,2 pieces,180.0,468.0,6.0,84.0,12.0,42.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4652,Kuih Wajik Pisang - 3 pieces,Kuih,Malaysia,3 pieces,270.0,702.0,9.0,126.0,18.0,63.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4653,Kuih Wajik Pisang - small pack,Kuih,Malaysia,small pack,135.0,351.0,4.5,63.0,9.0,31.5,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4654,Kuih Wajik Pisang - family pack,Kuih,Malaysia,family pack,360.0,936.0,12.0,168.0,24.0,84.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4655,Kuih Wajik Ubi Kayu,Kuih,Malaysia,1 piece,95.0,246.0,4.0,44.0,6.0,19.0,estimated_curated_kuih_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4656,Kuih Wajik Ubi Kayu - 2 pieces,Kuih,Malaysia,2 pieces,190.0,492.0,8.0,88.0,12.0,38.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4657,Kuih Wajik Ubi Kayu - 3 pieces,Kuih,Malaysia,3 pieces,285.0,738.0,12.0,132.0,18.0,57.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4658,Kuih Wajik Ubi Kayu - small pack,Kuih,Malaysia,small pack,142.5,369.0,6.0,66.0,9.0,28.5,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4659,Kuih Wajik Ubi Kayu - family pack,Kuih,Malaysia,family pack,380.0,984.0,16.0,176.0,24.0,76.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4660,Kuih Wajik Labu,Kuih,Malaysia,1 piece,90.0,230.0,4.0,40.0,6.0,19.0,estimated_curated_kuih_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4661,Kuih Wajik Labu - 2 pieces,Kuih,Malaysia,2 pieces,180.0,460.0,8.0,80.0,12.0,38.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4662,Kuih Wajik Labu - 3 pieces,Kuih,Malaysia,3 pieces,270.0,690.0,12.0,120.0,18.0,57.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4663,Kuih Wajik Labu - small pack,Kuih,Malaysia,small pack,135.0,345.0,6.0,60.0,9.0,28.5,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4664,Kuih Wajik Labu - family pack,Kuih,Malaysia,family pack,360.0,920.0,16.0,160.0,24.0,76.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4665,Kuih Wajik Original,Kuih,Malaysia,1 piece,75.0,202.0,3.0,34.0,6.0,16.0,estimated_curated_kuih_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4666,Kuih Wajik Original - 2 pieces,Kuih,Malaysia,2 pieces,150.0,404.0,6.0,68.0,12.0,32.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4667,Kuih Wajik Original - 3 pieces,Kuih,Malaysia,3 pieces,225.0,606.0,9.0,102.0,18.0,48.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4668,Kuih Wajik Original - small pack,Kuih,Malaysia,small pack,112.5,303.0,4.5,51.0,9.0,24.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4669,Kuih Wajik Original - family pack,Kuih,Malaysia,family pack,300.0,808.0,12.0,136.0,24.0,64.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4670,Kuih Wajik Rose,Kuih,Malaysia,1 piece,80.0,222.0,3.0,39.0,6.0,21.0,estimated_curated_kuih_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4671,Kuih Wajik Rose - 2 pieces,Kuih,Malaysia,2 pieces,160.0,444.0,6.0,78.0,12.0,42.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4672,Kuih Wajik Rose - 3 pieces,Kuih,Malaysia,3 pieces,240.0,666.0,9.0,117.0,18.0,63.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4673,Kuih Wajik Rose - small pack,Kuih,Malaysia,small pack,120.0,333.0,4.5,58.5,9.0,31.5,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4674,Kuih Wajik Rose - family pack,Kuih,Malaysia,family pack,320.0,888.0,12.0,156.0,24.0,84.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4675,Kuih Wajik Santan,Kuih,Malaysia,1 piece,85.0,255.0,3.0,36.0,11.0,17.0,estimated_curated_kuih_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4676,Kuih Wajik Santan - 2 pieces,Kuih,Malaysia,2 pieces,170.0,510.0,6.0,72.0,22.0,34.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4677,Kuih Wajik Santan - 3 pieces,Kuih,Malaysia,3 pieces,255.0,765.0,9.0,108.0,33.0,51.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4678,Kuih Wajik Santan - small pack,Kuih,Malaysia,small pack,127.5,382.0,4.5,54.0,16.5,25.5,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4679,Kuih Wajik Santan - family pack,Kuih,Malaysia,family pack,340.0,1020.0,12.0,144.0,44.0,68.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4680,Kuih Wajik Pulut,Kuih,Malaysia,1 piece,95.0,260.0,4.0,43.0,8.0,18.0,estimated_curated_kuih_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4681,Kuih Wajik Pulut - 2 pieces,Kuih,Malaysia,2 pieces,190.0,520.0,8.0,86.0,16.0,36.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4682,Kuih Wajik Pulut - 3 pieces,Kuih,Malaysia,3 pieces,285.0,780.0,12.0,129.0,24.0,54.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4683,Kuih Wajik Pulut - small pack,Kuih,Malaysia,small pack,142.5,390.0,6.0,64.5,12.0,27.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4684,Kuih Wajik Pulut - family pack,Kuih,Malaysia,family pack,380.0,1040.0,16.0,172.0,32.0,72.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4685,Kuih Kole Kacang Pandan,Kuih,Malaysia,1 piece,75.0,210.0,3.0,36.0,6.0,18.0,estimated_curated_kuih_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4686,Kuih Kole Kacang Pandan - 2 pieces,Kuih,Malaysia,2 pieces,150.0,420.0,6.0,72.0,12.0,36.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4687,Kuih Kole Kacang Pandan - 3 pieces,Kuih,Malaysia,3 pieces,225.0,630.0,9.0,108.0,18.0,54.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4688,Kuih Kole Kacang Pandan - small pack,Kuih,Malaysia,small pack,112.5,315.0,4.5,54.0,9.0,27.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4689,Kuih Kole Kacang Pandan - family pack,Kuih,Malaysia,family pack,300.0,840.0,12.0,144.0,24.0,72.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4690,Kuih Kole Kacang Gula Melaka,Kuih,Malaysia,1 piece,80.0,234.0,3.0,42.0,6.0,24.0,estimated_curated_kuih_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4691,Kuih Kole Kacang Gula Melaka - 2 pieces,Kuih,Malaysia,2 pieces,160.0,468.0,6.0,84.0,12.0,48.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4692,Kuih Kole Kacang Gula Melaka - 3 pieces,Kuih,Malaysia,3 pieces,240.0,702.0,9.0,126.0,18.0,72.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4693,Kuih Kole Kacang Gula Melaka - small pack,Kuih,Malaysia,small pack,120.0,351.0,4.5,63.0,9.0,36.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4694,Kuih Kole Kacang Gula Melaka - family pack,Kuih,Malaysia,family pack,320.0,936.0,12.0,168.0,24.0,96.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4695,Kuih Kole Kacang Kelapa,Kuih,Malaysia,1 piece,85.0,250.0,4.0,36.0,10.0,17.0,estimated_curated_kuih_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4696,Kuih Kole Kacang Kelapa - 2 pieces,Kuih,Malaysia,2 pieces,170.0,500.0,8.0,72.0,20.0,34.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4697,Kuih Kole Kacang Kelapa - 3 pieces,Kuih,Malaysia,3 pieces,255.0,750.0,12.0,108.0,30.0,51.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4698,Kuih Kole Kacang Kelapa - small pack,Kuih,Malaysia,small pack,127.5,375.0,6.0,54.0,15.0,25.5,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4699,Kuih Kole Kacang Kelapa - family pack,Kuih,Malaysia,family pack,340.0,1000.0,16.0,144.0,40.0,68.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4700,Kuih Kole Kacang Jagung,Kuih,Malaysia,1 piece,90.0,239.0,4.0,40.0,7.0,19.0,estimated_curated_kuih_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4701,Kuih Kole Kacang Jagung - 2 pieces,Kuih,Malaysia,2 pieces,180.0,478.0,8.0,80.0,14.0,38.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4702,Kuih Kole Kacang Jagung - 3 pieces,Kuih,Malaysia,3 pieces,270.0,717.0,12.0,120.0,21.0,57.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4703,Kuih Kole Kacang Jagung - small pack,Kuih,Malaysia,small pack,135.0,358.0,6.0,60.0,10.5,28.5,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4704,Kuih Kole Kacang Jagung - family pack,Kuih,Malaysia,family pack,360.0,956.0,16.0,160.0,28.0,76.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4705,Kuih Kole Kacang Coklat,Kuih,Malaysia,1 piece,85.0,265.0,4.0,42.0,9.0,23.0,estimated_curated_kuih_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4706,Kuih Kole Kacang Coklat - 2 pieces,Kuih,Malaysia,2 pieces,170.0,530.0,8.0,84.0,18.0,46.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4707,Kuih Kole Kacang Coklat - 3 pieces,Kuih,Malaysia,3 pieces,255.0,795.0,12.0,126.0,27.0,69.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4708,Kuih Kole Kacang Coklat - small pack,Kuih,Malaysia,small pack,127.5,398.0,6.0,63.0,13.5,34.5,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4709,Kuih Kole Kacang Coklat - family pack,Kuih,Malaysia,family pack,340.0,1060.0,16.0,168.0,36.0,92.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4710,Kuih Kole Kacang Kacang,Kuih,Malaysia,1 piece,87.0,275.0,6.0,38.0,11.0,18.0,estimated_curated_kuih_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4711,Kuih Kole Kacang Kacang - 2 pieces,Kuih,Malaysia,2 pieces,174.0,550.0,12.0,76.0,22.0,36.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4712,Kuih Kole Kacang Kacang - 3 pieces,Kuih,Malaysia,3 pieces,261.0,825.0,18.0,114.0,33.0,54.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4713,Kuih Kole Kacang Kacang - small pack,Kuih,Malaysia,small pack,130.5,412.0,9.0,57.0,16.5,27.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4714,Kuih Kole Kacang Kacang - family pack,Kuih,Malaysia,family pack,348.0,1100.0,24.0,152.0,44.0,72.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4715,Kuih Kole Kacang Durian,Kuih,Malaysia,1 piece,90.0,257.0,4.0,40.0,9.0,20.0,estimated_curated_kuih_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4716,Kuih Kole Kacang Durian - 2 pieces,Kuih,Malaysia,2 pieces,180.0,514.0,8.0,80.0,18.0,40.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4717,Kuih Kole Kacang Durian - 3 pieces,Kuih,Malaysia,3 pieces,270.0,771.0,12.0,120.0,27.0,60.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4718,Kuih Kole Kacang Durian - small pack,Kuih,Malaysia,small pack,135.0,386.0,6.0,60.0,13.5,30.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4719,Kuih Kole Kacang Durian - family pack,Kuih,Malaysia,family pack,360.0,1028.0,16.0,160.0,36.0,80.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4720,Kuih Kole Kacang Pisang,Kuih,Malaysia,1 piece,90.0,234.0,3.0,42.0,6.0,21.0,estimated_curated_kuih_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4721,Kuih Kole Kacang Pisang - 2 pieces,Kuih,Malaysia,2 pieces,180.0,468.0,6.0,84.0,12.0,42.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4722,Kuih Kole Kacang Pisang - 3 pieces,Kuih,Malaysia,3 pieces,270.0,702.0,9.0,126.0,18.0,63.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4723,Kuih Kole Kacang Pisang - small pack,Kuih,Malaysia,small pack,135.0,351.0,4.5,63.0,9.0,31.5,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4724,Kuih Kole Kacang Pisang - family pack,Kuih,Malaysia,family pack,360.0,936.0,12.0,168.0,24.0,84.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4725,Kuih Kole Kacang Ubi Kayu,Kuih,Malaysia,1 piece,95.0,246.0,4.0,44.0,6.0,19.0,estimated_curated_kuih_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
4726,Kuih Kole Kacang Ubi Kayu - 2 pieces,Kuih,Malaysia,2 pieces,190.0,492.0,8.0,88.0,12.0,38.0,estimated_kuih_portion_formula,https://source.unsplash.com/800x600/?malaysian%20kuih%20dessert,malaysian kuih dessert
